batch_id,repository,relative_path,byte_size,modified_time_utc,sha256,reason_superseded,replacement_logical_artifact,planned_zip_filename,planned_member_path,selection_evidence
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/621ee952aa3c947e.pkl,47735870,2026-07-13T04:05:39.999159+00:00,7c99aee61ed835fe2a8985c5b0190eaccd669703c05e91cce19a6731335ad8d7,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/621ee952aa3c947e.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/6f8eebb6c0f9e63c.pkl,538092264,2026-07-12T10:29:09.693444+00:00,2a78e1c5ba67093db22fa335d50411454a54b8e3487b703fa663245c53b25b1d,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/6f8eebb6c0f9e63c.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/933ddcbe6dfb0e0a.pkl,468311,2026-07-04T04:40:23.306886+00:00,7601870b1454de00bf44f3ced9df5786ce4f8337c2904e6ea2f878e58c07c0f7,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/933ddcbe6dfb0e0a.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/a1b32be2b9b987e7.pkl,557117062,2026-07-07T07:50:27.129047+00:00,71b74f5603abbc12e89fd3b7297bdd063f33864d6058b53afd7be2a40dbbe94f,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/a1b32be2b9b987e7.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/c11266e6d29445a9.pkl,544950652,2026-07-06T00:13:36.787414+00:00,031e12b46e0444a9adb9318cfb96a9a1812d44e35639e686774e54d79d5b0b34,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/c11266e6d29445a9.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/c8bf6f6977b1c60c.pkl,23583512,2026-07-02T12:27:16.003078+00:00,88e5b635572df2dbc9ad8544c28dae70f51eb70bbec61e7163ca233d12531719,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/c8bf6f6977b1c60c.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/cf9ddc20a470d383.pkl,427597874,2026-07-07T12:22:47.891665+00:00,700d6614805b408a5cb2844fe3e1910fb52617b6e481e012466e342d57f94298,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/cf9ddc20a470d383.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/fbc9844e7ff5de37.pkl,15631167,2026-07-09T12:49:04.390260+00:00,65708766bb07815b0c269a1cacb7f44a9ad0453615c46ccfc1c54708803297bc,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/balance_demand_cache/fbc9844e7ff5de37.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/03f12ef269efbd95.pkl,350118180,2026-07-13T04:15:27.434089+00:00,4af5b5cb97c1393e5c782e571a72b0ef07afc90e0f7e8746973527c19f75eeba,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/03f12ef269efbd95.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/131475a312b1ac5f.pkl,349184628,2026-07-08T04:17:43.675914+00:00,99d1a1582857dcb828cd7dbb3e3a6b91944651c69c5d9d118eaa7a578e3ddb1d,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/131475a312b1ac5f.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/23d891907b4311a0.pkl,364478857,2026-07-07T10:25:22.795119+00:00,617d2c5c58c30767e1e79a1e25c07712699b3c27b584bcd9c02be4293b55f735,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/23d891907b4311a0.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/25308c21178fb507.pkl,205649702,2026-07-01T11:51:14.548917+00:00,993c3fb46026b9fb5ef6577c50e680f9f65cba6a78316e9be781b0e6acf379ee,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/25308c21178fb507.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/2a9a1a96a3aa24a9.pkl,295809807,2026-07-02T12:36:45.544135+00:00,c62a03b06e3f3f2df515121eea6c7f60a8a301986f7451caa85f1a82e1124b1b,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/2a9a1a96a3aa24a9.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/2ab350f64f0b8d24.pkl,364525250,2026-07-06T00:38:44.776266+00:00,3a4ec54fc6c8e96c7b608cf3dc74eb448dfe2169d3431da15c9e88834d409130,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/2ab350f64f0b8d24.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/350a9a4040b1e4c0.pkl,349213589,2026-07-10T07:33:29.818105+00:00,b356429f9841514840ae4805edd136428904ba5a9df5f840e80e656bcf3cdfd5,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/350a9a4040b1e4c0.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/4a32cfc11278b903.pkl,349116512,2026-07-09T12:52:14.641117+00:00,5e9ddc4388d2ff1bf30734f961cf1842204c4c645d66292105e0a0d788340af5,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/4a32cfc11278b903.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
INIT-CACHE-PKL-001,leap_initialisation,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/a09b049605a08e17.pkl,365012898,2026-07-12T11:45:21.848590+00:00,758761b69eb0e5dd49f856bd6888eada95dccd5e6f4f81cb31ad49dce84b5a54,The production cache producer and consumer now use a versioned checksummed Parquet/Zstandard bundle and no code path reads pickle.,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/*.parquet_cache (runtime-keyed and regenerated on demand),runtime_pickle_caches_001.zip,outputs/leap_exports/supply_reconciliation/supporting_files/runtime/transform_supply_cache/a09b049605a08e17.pkl,"Explicit shared runtime cache root; .pkl suffix; historical runs/** paths excluded by construction; the live producer and consumer use typed Parquet bundles and no live code reads pickle. The current cache key is recalculated from runtime inputs, so an obsolete pickle key is not represented as a same-key replacement."
